tau,w_in,w_re,prob_neu_e,acc,std,acc_train,std_train,num_spikes,std_spikes
80.0,5.0,0.5,0.85,0.867,0.009,0.952,0.004,1857.9403333333332,195.7693952244721
80.0,5.0,0.5,0.85,0.879,0.008,0.958,0.003,1789.8063333333334,197.6385981867465
80.0,5.0,0.5,0.85,0.875,0.015,0.958,0.002,2025.434,211.40480200474792
80.0,5.0,0.5,0.85,0.871,0.015,0.953,0.011,1840.3953333333334,187.6273870686852
80.0,5.0,1.3,0.65,0.876,0.015,0.985,0.005,2078.955,241.20059212544786
80.0,5.0,1.3,0.65,0.861,0.016,0.972,0.002,1896.0963333333334,215.22024003306214
80.0,5.0,1.3,0.65,0.866,0.008,0.972,0.003,2085.1013333333335,234.51141066386418
80.0,5.0,1.3,0.65,0.871,0.016,0.976,0.007,2121.6233333333334,224.2673868151339
80.0,5.0,1.3,0.65,0.864,0.014,0.982,0.002,2035.6796666666667,202.63174246208865
80.0,5.0,1.3,0.72,0.882,0.01,0.984,0.003,2381.3083333333334,281.3729054663145
80.0,5.0,1.3,0.72,0.859,0.018,0.977,0.002,2209.7696666666666,235.42880582720164
80.0,5.0,1.3,0.72,0.869,0.012,0.979,0.003,1938.5806666666667,214.44723552944725
80.0,5.0,1.3,0.72,0.869,0.009,0.988,0.001,2271.182333333333,262.0912737092854
80.0,5.0,1.3,0.72,0.872,0.014,0.992,0.001,2394.9763333333335,266.67100412284964
80.0,5.0,1.3,0.78,0.873,0.012,0.968,0.008,1949.234,207.20407792962635
80.0,5.0,1.3,0.78,0.856,0.006,0.99,0.002,2543.2543333333333,310.24087574209534
80.0,5.0,1.3,0.78,0.862,0.014,0.994,0.001,2073.4926666666665,239.11963521681406
80.0,5.0,1.3,0.78,0.866,0.017,0.994,0.003,2760.5343333333335,333.9437549766261
80.0,5.0,1.3,0.78,0.858,0.012,0.977,0.005,2376.2056666666667,279.4931842363165
80.0,5.0,1.3,0.85,0.876,0.008,0.995,0.002,2743.1566666666668,352.6916662689318
80.0,5.0,1.3,0.85,0.849,0.006,0.999,0.0,3515.088,445.3358331147405
80.0,5.0,1.3,0.85,0.852,0.01,0.994,0.003,2944.234,429.24778226256836
80.0,5.0,1.3,0.85,0.861,0.003,0.993,0.003,2783.067,346.98489954319336
80.0,5.0,1.3,0.85,0.851,0.016,1.0,0.0,2865.8436666666666,383.9778967942758
80.0,5.0,2.1,0.65,0.867,0.01,0.992,0.003,2542.154666666667,290.2833984428933
80.0,5.0,2.1,0.65,0.87,0.01,0.983,0.005,3936.225,533.8571585249498
80.0,5.0,2.1,0.65,0.86,0.011,0.99,0.003,2982.138,374.55297305276684
80.0,5.0,2.1,0.65,0.861,0.017,0.998,0.0,3673.644,461.1370374021155
80.0,5.0,2.1,0.65,0.878,0.011,1.0,0.0,3878.847,524.6280380018463
80.0,5.0,2.1,0.72,0.867,0.01,0.999,0.0,3942.9483333333333,613.85467036633
80.0,5.0,2.1,0.72,0.877,0.007,0.987,0.003,4248.100666666666,513.8779750091996
80.0,5.0,2.1,0.72,0.864,0.02,0.989,0.001,4222.647666666667,603.0744339310218
80.0,5.0,2.1,0.72,0.877,0.015,0.994,0.002,4272.173,569.582034832853
80.0,5.0,2.1,0.72,0.866,0.014,0.984,0.006,4531.974666666667,577.7909477987885
80.0,5.0,2.1,0.78,0.869,0.01,0.996,0.001,5822.189666666667,886.237653807688
80.0,5.0,2.1,0.78,0.861,0.009,1.0,0.0,7293.76,1161.0853091253316
80.0,5.0,2.1,0.78,0.865,0.012,1.0,0.0,6181.524,849.0937887481375
80.0,5.0,2.1,0.78,0.864,0.008,0.999,0.0,5499.897,795.0587393756933
80.0,5.0,2.1,0.78,0.871,0.022,0.998,0.0,5427.626,626.8161975071587
80.0,5.0,2.1,0.85,0.893,0.006,0.993,0.002,5837.654333333333,464.7556370623408
80.0,5.0,2.1,0.85,0.873,0.011,0.994,0.001,6872.241333333333,845.5202558730072
80.0,5.0,2.1,0.85,0.86,0.007,0.997,0.001,6550.151,818.3396651344315
80.0,5.0,2.1,0.85,0.865,0.019,0.998,0.001,7974.969333333333,1143.775072756683
80.0,5.0,2.1,0.85,0.866,0.011,0.998,0.001,7814.905,1056.0912318426851
80.0,5.0,3.0,0.65,0.846,0.009,0.999,0.0,7658.377666666666,1176.2556639755473
80.0,5.0,3.0,0.65,0.845,0.011,0.989,0.005,6626.136,910.129366356234
80.0,5.0,3.0,0.65,0.848,0.01,0.993,0.001,4986.042,902.3034723617104
80.0,5.0,3.0,0.65,0.853,0.015,1.0,0.0,6758.982666666667,988.7443284453716
80.0,5.0,3.0,0.65,0.861,0.009,0.996,0.002,7976.585666666667,1528.4427316699032
80.0,5.0,3.0,0.72,0.868,0.01,0.997,0.001,9703.557333333334,1727.324315247783
80.0,5.0,3.0,0.72,0.845,0.013,0.998,0.001,7581.898,1175.84517472724
80.0,5.0,3.0,0.72,0.876,0.011,0.991,0.002,9382.687666666667,1750.5344041505025
80.0,5.0,3.0,0.72,0.849,0.012,0.999,0.001,9935.163333333334,1713.155904947228
80.0,5.0,3.0,0.72,0.868,0.007,0.999,0.0,10037.992333333334,1521.806344975565
80.0,5.0,3.0,0.78,0.875,0.01,0.998,0.0,10242.465333333334,1822.7202667436995
80.0,5.0,3.0,0.78,0.867,0.017,0.983,0.003,8990.683,1573.0974858044665
80.0,5.0,3.0,0.78,0.864,0.02,0.99,0.003,10398.028333333334,1949.4123689453759
80.0,5.0,3.0,0.78,0.86,0.007,0.997,0.002,10469.305333333334,1860.4438669588742
80.0,5.0,3.0,0.78,0.861,0.005,0.999,0.0,10482.482333333333,1813.5917025857527
80.0,5.0,3.0,0.85,0.879,0.012,0.986,0.001,12564.101666666667,1935.425792600659
80.0,5.0,3.0,0.85,0.865,0.008,0.985,0.003,10667.649666666666,1934.8650553117536
80.0,5.0,3.0,0.85,0.866,0.011,0.986,0.002,11633.109,2041.1593678885047
80.0,5.0,3.0,0.85,0.871,0.012,0.99,0.001,11932.549666666666,1983.5301932497075
80.0,5.0,3.0,0.85,0.876,0.011,0.987,0.002,12573.989,1638.502117243775
120.0,2.0,0.5,0.65,0.812,0.007,0.885,0.003,350.978,56.08234584965219
120.0,2.0,0.5,0.65,0.823,0.016,0.912,0.005,451.51233333333334,78.61750344477296
120.0,2.0,0.5,0.65,0.803,0.014,0.871,0.007,342.911,56.430462331971015
120.0,2.0,0.5,0.65,0.83,0.013,0.901,0.007,497.24533333333335,81.75203042262757
120.0,2.0,0.5,0.65,0.82,0.009,0.898,0.004,443.3473333333333,72.9468803963237
120.0,2.0,0.5,0.72,0.813,0.023,0.885,0.003,469.225,77.55550942174686
120.0,2.0,0.5,0.72,0.816,0.019,0.906,0.006,425.046,73.08270577913765
120.0,2.0,0.5,0.72,0.803,0.009,0.883,0.005,378.21866666666665,67.40695946924835
120.0,2.0,0.5,0.72,0.83,0.009,0.909,0.004,461.21566666666666,74.24524555746913
120.0,2.0,0.5,0.72,0.813,0.005,0.895,0.004,415.50866666666667,71.49832113335871
120.0,2.0,0.5,0.78,0.803,0.023,0.881,0.018,385.52566666666667,74.07140704227389
120.0,2.0,0.5,0.78,0.819,0.012,0.882,0.002,451.8743333333333,75.06085447525598
120.0,2.0,0.5,0.78,0.799,0.01,0.88,0.008,415.23633333333333,74.93739039951211
120.0,2.0,0.5,0.78,0.825,0.007,0.899,0.003,458.1573333333333,77.0787340725198
120.0,2.0,0.5,0.78,0.821,0.009,0.9,0.004,410.6116666666667,73.4210836923261
120.0,2.0,0.5,0.85,0.817,0.016,0.902,0.003,451.65933333333334,81.92484327859421
120.0,2.0,0.5,0.85,0.839,0.017,0.922,0.006,537.495,87.264746461558
120.0,2.0,0.5,0.85,0.824,0.009,0.906,0.006,475.348,92.12783634349248
120.0,2.0,0.5,0.85,0.816,0.01,0.896,0.005,466.17266666666666,77.50256029892746
120.0,2.0,0.5,0.85,0.801,0.025,0.886,0.004,462.774,80.64636956490975
120.0,2.0,1.3,0.65,0.834,0.016,0.916,0.006,375.90866666666665,62.437181696663906
120.0,2.0,1.3,0.65,0.834,0.006,0.94,0.003,510.69166666666666,95.28721108953825
120.0,2.0,1.3,0.65,0.826,0.01,0.916,0.008,390.418,67.39842191030884
120.0,2.0,1.3,0.65,0.846,0.021,0.928,0.007,554.4063333333334,94.87067281246027
120.0,2.0,1.3,0.65,0.835,0.013,0.937,0.002,520.0483333333333,88.5825565817309
120.0,2.0,1.3,0.72,0.831,0.014,0.923,0.003,534.7853333333334,94.28842232686306
120.0,2.0,1.3,0.72,0.839,0.01,0.929,0.004,482.80833333333334,85.32548425815635
120.0,2.0,1.3,0.72,0.813,0.018,0.912,0.004,406.18733333333336,75.0010104791188
120.0,2.0,1.3,0.72,0.845,0.017,0.946,0.005,532.403,90.98285877570565
120.0,2.0,1.3,0.72,0.831,0.01,0.945,0.005,486.94433333333336,87.26330596470025
120.0,2.0,1.3,0.78,0.827,0.01,0.93,0.003,449.62733333333335,80.41893508095936
120.0,2.0,1.3,0.78,0.828,0.009,0.91,0.009,465.4676666666667,87.21157580594192
120.0,2.0,1.3,0.78,0.84,0.013,0.954,0.002,484.8976666666667,97.19095222578878
120.0,2.0,1.3,0.78,0.813,0.01,0.923,0.006,536.7116666666667,101.08889749731284
120.0,2.0,1.3,0.78,0.826,0.012,0.928,0.004,476.02633333333335,80.63581280396171
120.0,2.0,1.3,0.85,0.83,0.023,0.922,0.016,483.163,99.50539900427515
120.0,2.0,1.3,0.85,0.838,0.005,0.94,0.005,553.345,99.44834492505811
120.0,2.0,1.3,0.85,0.813,0.012,0.931,0.007,534.5863333333333,101.9684291658725
120.0,2.0,1.3,0.85,0.834,0.008,0.948,0.006,587.511,108.70777285456639
120.0,2.0,1.3,0.85,0.835,0.02,0.935,0.003,498.79966666666667,92.88400400439727
120.0,2.0,2.1,0.65,0.793,0.011,0.97,0.005,689.14,185.91597313481878
120.0,2.0,2.1,0.65,0.819,0.008,0.943,0.008,555.33,113.92923139680468
120.0,2.0,2.1,0.65,0.814,0.022,0.925,0.004,429.61133333333333,80.6030082454881
120.0,2.0,2.1,0.65,0.826,0.012,0.954,0.008,625.4673333333334,139.51641336973782
120.0,2.0,2.1,0.65,0.795,0.016,0.955,0.006,719.025,194.9520258294332
120.0,2.0,2.1,0.72,0.792,0.022,0.94,0.018,713.7253333333333,261.2596764872494
120.0,2.0,2.1,0.72,0.806,0.015,0.975,0.01,915.149,253.52198089909285
120.0,2.0,2.1,0.72,0.795,0.007,0.988,0.004,818.0183333333333,246.49452055550626
120.0,2.0,2.1,0.72,0.795,0.006,0.987,0.006,935.0593333333334,274.35396810122666
120.0,2.0,2.1,0.72,0.802,0.018,0.975,0.005,955.0036666666666,269.5396117825521
120.0,2.0,2.1,0.78,0.813,0.014,0.958,0.004,742.6713333333333,298.8793691634729
120.0,2.0,2.1,0.78,0.819,0.009,0.993,0.003,1580.6223333333332,398.4834078953462
120.0,2.0,2.1,0.78,0.797,0.021,0.971,0.007,1164.2313333333334,320.666679203742
120.0,2.0,2.1,0.78,0.833,0.014,1.0,0.0,1683.5706666666667,318.1047673428083
120.0,2.0,2.1,0.78,0.791,0.006,0.991,0.003,1556.6526666666666,408.5745627906314
120.0,2.0,2.1,0.85,0.826,0.017,0.996,0.001,2167.6556666666665,436.1509598383212
120.0,2.0,2.1,0.85,0.841,0.012,0.987,0.002,2649.440666666667,387.8645353894693
120.0,2.0,2.1,0.85,0.839,0.013,0.995,0.0,2187.5523333333335,489.0195353233742
120.0,2.0,2.1,0.85,0.848,0.011,0.997,0.001,2173.051,298.961183208902
120.0,2.0,2.1,0.85,0.799,0.008,0.994,0.002,2030.8196666666668,422.94913698917617
120.0,2.0,3.0,0.65,0.814,0.011,0.997,0.0,2369.867333333333,389.94465983378836
120.0,2.0,3.0,0.65,0.793,0.01,0.993,0.001,1591.578,345.00097572229174
120.0,2.0,3.0,0.65,0.816,0.012,0.999,0.001,2175.5743333333335,388.7108451551387
120.0,2.0,3.0,0.65,0.805,0.009,0.998,0.001,2058.5906666666665,303.58321392915576
120.0,2.0,3.0,0.65,0.808,0.011,0.999,0.001,2167.173333333333,348.6912922470088
120.0,2.0,3.0,0.72,0.795,0.012,0.994,0.0,3277.22,408.8066693846045
120.0,2.0,3.0,0.72,0.818,0.019,0.993,0.002,2369.829,347.08703484716915
120.0,2.0,3.0,0.72,0.808,0.013,0.994,0.001,2280.221666666667,390.3546915271062
120.0,2.0,3.0,0.72,0.808,0.025,0.988,0.003,2816.309,486.5684606017259
120.0,2.0,3.0,0.72,0.803,0.019,0.999,0.001,2698.3236666666667,388.59315516345487
120.0,2.0,3.0,0.78,0.815,0.01,0.985,0.002,3655.418,454.43888398331404
120.0,2.0,3.0,0.78,0.809,0.011,0.99,0.001,2988.1983333333333,489.154787019292
120.0,2.0,3.0,0.78,0.81,0.009,0.977,0.006,2694.1096666666667,458.1058512759057
120.0,2.0,3.0,0.78,0.798,0.006,0.988,0.001,3280.288,530.9470071385028
120.0,2.0,3.0,0.78,0.796,0.009,0.992,0.001,3490.3456666666666,478.2776092548715
120.0,2.0,3.0,0.85,0.813,0.011,0.963,0.002,4504.944333333333,814.6535766208985
120.0,2.0,3.0,0.85,0.799,0.009,0.976,0.002,3581.0733333333333,589.4191530274152
120.0,2.0,3.0,0.85,0.814,0.012,0.974,0.002,3880.807333333333,592.1821309469653
120.0,2.0,3.0,0.85,0.808,0.011,0.979,0.002,3913.191333333333,515.1009150883823
120.0,2.0,3.0,0.85,0.781,0.021,0.936,0.004,5101.624333333333,934.0463210540232
120.0,3.0,0.5,0.65,0.868,0.008,0.946,0.005,1076.608,140.819673114235
120.0,3.0,0.5,0.65,0.848,0.012,0.928,0.004,1037.8473333333334,127.86694136049744
120.0,3.0,0.5,0.65,0.847,0.015,0.937,0.003,917.247,132.1316060764166
120.0,3.0,0.5,0.65,0.859,0.019,0.955,0.002,1056.0473333333334,142.78855145361698
120.0,3.0,0.5,0.65,0.851,0.012,0.948,0.008,1102.9773333333333,149.51513686877624
120.0,3.0,0.5,0.72,0.89,0.012,0.963,0.004,1037.392,141.55758193281866
120.0,3.0,0.5,0.72,0.853,0.02,0.945,0.007,947.111,134.48264824504312
120.0,3.0,0.5,0.72,0.848,0.015,0.934,0.004,1013.1993333333334,138.23484702812416
120.0,3.0,0.5,0.72,0.856,0.013,0.96,0.003,1100.258,141.03200382419115
120.0,3.0,0.5,0.72,0.853,0.015,0.943,0.006,1007.9593333333333,122.9687860646848
120.0,3.0,0.5,0.78,0.882,0.005,0.948,0.006,1066.6096666666667,139.49050376240274
120.0,3.0,0.5,0.78,0.864,0.007,0.97,0.004,1235.941,158.29792434625708
120.0,3.0,0.5,0.78,0.853,0.008,0.943,0.01,1117.5293333333334,171.3830518834604
120.0,3.0,0.5,0.78,0.849,0.016,0.948,0.002,1053.9086666666667,137.9083523874541
120.0,3.0,0.5,0.78,0.852,0.007,0.95,0.008,1079.2506666666666,144.17607464331783
120.0,3.0,0.5,0.85,0.884,0.006,0.948,0.004,1093.885,141.53889845198034
120.0,3.0,0.5,0.85,0.87,0.012,0.972,0.002,1264.6043333333334,161.91967076677938
120.0,3.0,0.5,0.85,0.851,0.013,0.944,0.009,1142.6323333333332,175.2963466663112
120.0,3.0,0.5,0.85,0.85,0.015,0.949,0.002,1084.8513333333333,141.78837716196
120.0,3.0,0.5,0.85,0.858,0.01,0.953,0.01,1107.412,148.04765535461883
120.0,3.0,1.3,0.65,0.85,0.005,0.958,0.001,933.1113333333333,113.01374372860832
120.0,3.0,1.3,0.65,0.853,0.009,0.978,0.004,1237.5716666666667,168.9155041153877
120.0,3.0,1.3,0.65,0.844,0.01,0.969,0.007,978.7853333333334,116.88802584049783
120.0,3.0,1.3,0.65,0.857,0.013,0.972,0.005,1300.2413333333334,157.9310622546714
120.0,3.0,1.3,0.65,0.858,0.011,0.964,0.003,1215.872,153.37289726675962
120.0,3.0,1.3,0.72,0.871,0.015,0.963,0.005,1051.489,140.55122154929853
120.0,3.0,1.3,0.72,0.853,0.012,0.958,0.009,1063.1916666666666,143.3874852647732
120.0,3.0,1.3,0.72,0.854,0.012,0.982,0.003,1149.0736666666667,157.48053924180246
120.0,3.0,1.3,0.72,0.861,0.012,0.953,0.011,1214.8436666666666,164.20030418127192
120.0,3.0,1.3,0.72,0.845,0.007,0.961,0.008,1080.518,134.79738749693928
120.0,3.0,1.3,0.78,0.841,0.012,0.979,0.004,1325.4186666666667,182.24666083330277
120.0,3.0,1.3,0.78,0.858,0.021,0.967,0.004,1253.2223333333334,160.8401035227913
120.0,3.0,1.3,0.78,0.85,0.008,0.98,0.004,1437.4126666666666,212.68317682934452
120.0,3.0,1.3,0.78,0.853,0.004,0.979,0.004,1402.8533333333332,197.36736936203232
120.0,3.0,1.3,0.78,0.845,0.012,0.928,0.025,1208.7536666666667,172.12182793946334
120.0,3.0,1.3,0.85,0.85,0.014,0.957,0.006,1371.1263333333334,204.0258734569929
120.0,3.0,1.3,0.85,0.841,0.012,0.959,0.006,1254.5713333333333,191.43918332346584
120.0,3.0,1.3,0.85,0.842,0.009,0.948,0.012,1196.1316666666667,192.2247807400377
120.0,3.0,1.3,0.85,0.854,0.014,0.987,0.002,1439.781,246.810632616047
120.0,3.0,1.3,0.85,0.837,0.008,0.99,0.003,1408.0026666666668,223.1769507055382
120.0,3.0,2.1,0.65,0.846,0.014,0.995,0.002,1673.2736666666667,258.7562535924924
120.0,3.0,2.1,0.65,0.858,0.012,1.0,0.0,2640.628,389.8913442007487
120.0,3.0,2.1,0.65,0.851,0.014,0.999,0.001,2022.754,311.52248846164116
120.0,3.0,2.1,0.65,0.839,0.015,1.0,0.0,1890.3523333333333,285.3396517507201
120.0,3.0,2.1,0.65,0.836,0.017,0.995,0.001,1985.55,315.07339806252554
120.0,3.0,2.1,0.72,0.869,0.011,1.0,0.0,2835.3973333333333,456.157027925935
120.0,3.0,2.1,0.72,0.867,0.013,1.0,0.0,2243.9526666666666,279.2249471177117
120.0,3.0,2.1,0.72,0.832,0.015,0.998,0.0,1968.7483333333332,285.29167355045996
120.0,3.0,2.1,0.72,0.849,0.018,1.0,0.0,2565.098,421.84168799365165
120.0,3.0,2.1,0.72,0.857,0.012,1.0,0.0,2562.521,380.42404177312454
120.0,3.0,2.1,0.78,0.85,0.014,0.999,0.0,2712.058666666667,339.65905732791657
120.0,3.0,2.1,0.78,0.867,0.008,1.0,0.0,2506.5183333333334,386.96572242326005
120.0,3.0,2.1,0.78,0.854,0.016,0.997,0.001,3009.5816666666665,401.43367986574765
120.0,3.0,2.1,0.78,0.848,0.01,0.997,0.001,2905.65,432.8853568401993
120.0,3.0,2.1,0.78,0.857,0.01,0.992,0.004,2698.7566666666667,344.0157343139345
120.0,3.0,2.1,0.85,0.87,0.015,0.995,0.001,4000.1866666666665,586.2031819163803
120.0,3.0,2.1,0.85,0.85,0.005,0.992,0.001,5178.290666666667,749.4884087470748
120.0,3.0,2.1,0.85,0.865,0.017,0.999,0.0,4379.257666666666,792.8650553159864
120.0,3.0,2.1,0.85,0.854,0.011,0.999,0.001,4221.983333333334,731.175464387463
120.0,3.0,2.1,0.85,0.857,0.01,0.998,0.001,4070.9553333333333,646.4867923411549
120.0,3.0,3.0,0.65,0.83,0.008,0.998,0.0,4465.123666666666,819.0771077091719
120.0,3.0,3.0,0.65,0.845,0.014,0.998,0.001,4016.1113333333333,654.9639406905459
120.0,3.0,3.0,0.65,0.818,0.011,0.995,0.002,3309.4063333333334,488.95117264053636
120.0,3.0,3.0,0.65,0.86,0.006,0.999,0.001,4492.697666666667,686.9583143063016
120.0,3.0,3.0,0.65,0.848,0.012,0.998,0.001,3773.8026666666665,539.013800435161
120.0,3.0,3.0,0.72,0.848,0.013,0.997,0.001,5466.197666666667,673.0151567841709
120.0,3.0,3.0,0.72,0.834,0.015,0.999,0.0,4948.790666666667,809.514173756636
120.0,3.0,3.0,0.72,0.83,0.007,0.994,0.001,3857.979333333333,677.8638385198674
120.0,3.0,3.0,0.72,0.827,0.01,1.0,0.0,5183.3206666666665,731.6476974424842
120.0,3.0,3.0,0.72,0.837,0.021,0.996,0.001,5244.825333333333,582.1588077935054
120.0,3.0,3.0,0.78,0.851,0.008,0.993,0.001,5669.56,551.1041744231908
120.0,3.0,3.0,0.78,0.848,0.008,0.983,0.003,5876.706666666667,504.76827682500897
120.0,3.0,3.0,0.78,0.849,0.025,0.991,0.001,6248.518333333333,591.1034661240694
120.0,3.0,3.0,0.78,0.821,0.008,0.97,0.003,6968.634666666667,863.6275295895151
120.0,3.0,3.0,0.78,0.843,0.01,0.982,0.002,6343.308,810.2292834763914
120.0,3.0,3.0,0.85,0.851,0.016,0.973,0.003,6693.945333333333,687.2258830580298
120.0,3.0,3.0,0.85,0.838,0.017,0.983,0.002,5936.196666666667,729.1645790370115
120.0,3.0,3.0,0.85,0.851,0.011,0.963,0.003,6440.397,655.1599621906597
120.0,3.0,3.0,0.85,0.84,0.01,0.974,0.001,6418.071666666667,790.5384990818319
120.0,3.0,3.0,0.85,0.837,0.01,0.979,0.004,6817.4856666666665,762.1402629839355
120.0,4.0,0.5,0.65,0.868,0.009,0.962,0.003,1646.1546666666666,180.95678327035864
120.0,4.0,0.5,0.65,0.859,0.02,0.944,0.005,1612.7396666666666,161.52127381005334
120.0,4.0,0.5,0.65,0.867,0.017,0.954,0.004,1445.4703333333334,164.2167504242149
120.0,4.0,0.5,0.65,0.857,0.014,0.96,0.003,1638.116,177.44697952909763
120.0,4.0,0.5,0.65,0.865,0.014,0.961,0.01,1721.3506666666667,186.81464708695145
120.0,4.0,0.5,0.72,0.872,0.014,0.961,0.004,1448.0606666666667,154.66403908543907
120.0,4.0,0.5,0.72,0.861,0.006,0.949,0.007,1484.751,167.5449064151658
120.0,4.0,0.5,0.72,0.856,0.012,0.963,0.002,1568.7316666666666,173.74307563340633
120.0,4.0,0.5,0.72,0.872,0.011,0.951,0.007,1619.9446666666668,177.22389117974157
120.0,4.0,0.5,0.72,0.863,0.01,0.95,0.004,1498.063,149.64723083861813
120.0,4.0,0.5,0.78,0.873,0.011,0.967,0.004,1686.177,184.74354207296847
120.0,4.0,0.5,0.78,0.859,0.018,0.948,0.004,1659.7553333333333,165.29187761317522
120.0,4.0,0.5,0.78,0.866,0.022,0.956,0.002,1474.0503333333334,167.507300736084
120.0,4.0,0.5,0.78,0.861,0.013,0.962,0.004,1681.1176666666668,179.92278849890647
120.0,4.0,0.5,0.78,0.866,0.01,0.971,0.008,1794.1663333333333,192.4236316045638
120.0,4.0,0.5,0.85,0.858,0.009,0.965,0.002,1437.5476666666666,143.57305827077104
120.0,4.0,0.5,0.85,0.855,0.012,0.954,0.01,1727.627,182.47283232762808
120.0,4.0,0.5,0.85,0.861,0.008,0.962,0.003,1441.986,143.47970752223696
120.0,4.0,0.5,0.85,0.86,0.02,0.961,0.003,1842.3223333333333,188.97245416873739
120.0,4.0,0.5,0.85,0.867,0.006,0.959,0.005,1655.939,169.6485384915925
120.0,4.0,1.3,0.65,0.867,0.015,0.989,0.003,1804.2736666666667,225.193706483749
120.0,4.0,1.3,0.65,0.863,0.01,0.981,0.001,1608.277,189.98655988692113
120.0,4.0,1.3,0.65,0.858,0.013,0.984,0.001,1768.7766666666666,206.73891938599488
120.0,4.0,1.3,0.65,0.859,0.013,0.971,0.007,1824.5476666666666,202.82341349366504
120.0,4.0,1.3,0.65,0.853,0.014,0.976,0.005,1735.493,185.27547944704753
120.0,4.0,1.3,0.72,0.849,0.01,0.992,0.001,2002.437,239.2646666302124
120.0,4.0,1.3,0.72,0.87,0.024,0.98,0.004,1851.1446666666666,219.3148902185065
120.0,4.0,1.3,0.72,0.85,0.012,0.987,0.003,1981.615,244.27847655561743
120.0,4.0,1.3,0.72,0.853,0.012,0.992,0.001,2021.3736666666666,261.71656941538026
120.0,4.0,1.3,0.72,0.863,0.007,0.979,0.003,1803.2246666666667,219.1350303463344
120.0,4.0,1.3,0.78,0.868,0.01,0.992,0.001,2052.796333333333,293.82911505366894
