tau,w_in,w_re,prob_neu_e,acc,std,acc_train,std_train,num_spikes,std_spikes
120.0,4.0,1.3,0.78,0.845,0.008,0.985,0.002,1768.3396666666667,232.97224218038414
120.0,4.0,1.3,0.78,0.863,0.013,0.989,0.002,2002.316,265.7974632635408
120.0,4.0,1.3,0.78,0.837,0.011,0.973,0.01,2113.4533333333334,253.82987049509276
120.0,4.0,1.3,0.78,0.853,0.011,0.996,0.002,2210.8483333333334,267.7429351646007
120.0,4.0,1.3,0.85,0.838,0.018,0.995,0.001,2298.591,333.8099584878598
120.0,4.0,1.3,0.85,0.849,0.015,0.99,0.002,2143.913,341.8115866443578
120.0,4.0,1.3,0.85,0.849,0.008,0.984,0.003,2081.332,314.04262201597203
120.0,4.0,1.3,0.85,0.849,0.01,0.998,0.001,2480.0596666666665,353.90232000730873
120.0,4.0,1.3,0.85,0.854,0.022,0.996,0.001,2367.7,317.35273960269086
120.0,4.0,2.1,0.65,0.867,0.008,0.997,0.001,2342.9403333333335,278.4029324077285
120.0,4.0,2.1,0.65,0.864,0.015,0.985,0.002,3446.184333333333,474.2514709390882
120.0,4.0,2.1,0.65,0.838,0.003,0.962,0.019,2748.5086666666666,398.4686628308708
120.0,4.0,2.1,0.65,0.86,0.011,0.992,0.003,3399.4936666666667,444.3632425091236
120.0,4.0,2.1,0.65,0.86,0.009,0.996,0.002,3585.924,496.2667268959304
120.0,4.0,2.1,0.72,0.856,0.008,0.995,0.001,3782.5613333333336,518.6943900200023
120.0,4.0,2.1,0.72,0.87,0.018,1.0,0.0,3778.5353333333333,535.5750903638277
120.0,4.0,2.1,0.72,0.857,0.014,0.994,0.003,3947.5436666666665,567.1061753262984
120.0,4.0,2.1,0.72,0.853,0.009,0.994,0.001,4351.988,627.7922489613901
120.0,4.0,2.1,0.72,0.876,0.014,0.999,0.0,3743.723,547.6212878784631
120.0,4.0,2.1,0.78,0.874,0.012,0.997,0.001,4795.878,715.9688418145955
120.0,4.0,2.1,0.78,0.869,0.008,1.0,0.0,4393.3893333333335,734.8675076181345
120.0,4.0,2.1,0.78,0.855,0.014,0.999,0.0,3921.003,662.9829738821855
120.0,4.0,2.1,0.78,0.854,0.012,0.998,0.0,4918.136,851.1986921418523
120.0,4.0,2.1,0.78,0.864,0.017,0.999,0.0,4820.865333333333,735.2454827232119
120.0,4.0,2.1,0.85,0.86,0.012,0.999,0.0,5757.062666666667,944.9322748604203
120.0,4.0,2.1,0.85,0.872,0.017,0.998,0.0,5609.774333333334,792.6167788247707
120.0,4.0,2.1,0.85,0.844,0.008,0.999,0.0,6579.877333333333,852.1473477552003
120.0,4.0,2.1,0.85,0.865,0.008,0.999,0.001,6593.149,825.5699619852538
120.0,4.0,2.1,0.85,0.867,0.013,0.998,0.001,5665.590666666667,722.5629152165383
120.0,4.0,3.0,0.65,0.867,0.014,0.999,0.0,5010.525,423.82076247906184
120.0,4.0,3.0,0.65,0.864,0.008,0.999,0.0,6590.886333333333,838.6598103004711
120.0,4.0,3.0,0.65,0.834,0.009,1.0,0.0,5868.892333333333,658.5813035669088
120.0,4.0,3.0,0.65,0.858,0.016,1.0,0.0,6623.619333333333,752.2341827912073
120.0,4.0,3.0,0.65,0.841,0.009,1.0,0.0,7509.061333333333,1021.6279069398125
120.0,4.0,3.0,0.72,0.857,0.014,0.999,0.001,7935.541,1030.2093876096255
120.0,4.0,3.0,0.72,0.834,0.012,0.998,0.001,6628.335666666667,868.482690478758
120.0,4.0,3.0,0.72,0.868,0.013,0.999,0.001,7781.810666666666,942.7369018728868
120.0,4.0,3.0,0.72,0.855,0.007,0.997,0.001,8107.789666666667,1103.7113675050598
120.0,4.0,3.0,0.72,0.848,0.013,0.995,0.001,8079.224,1103.762911660531
120.0,4.0,3.0,0.78,0.852,0.007,0.999,0.0,8752.843666666668,1104.5808948314086
120.0,4.0,3.0,0.78,0.866,0.01,0.998,0.0,8628.117333333334,1019.170207358036
120.0,4.0,3.0,0.78,0.846,0.009,0.992,0.002,9543.59,1270.559169775261
120.0,4.0,3.0,0.78,0.824,0.006,0.984,0.004,10599.351666666667,1579.465095318841
120.0,4.0,3.0,0.78,0.855,0.01,0.992,0.001,9349.949666666667,1264.0221827430703
120.0,4.0,3.0,0.85,0.873,0.007,0.991,0.001,11308.871333333333,1903.416579586531
120.0,4.0,3.0,0.85,0.845,0.021,0.988,0.003,10689.554666666667,1488.9632206152337
120.0,4.0,3.0,0.85,0.859,0.015,0.991,0.001,9194.629666666666,1126.7341167521388
120.0,4.0,3.0,0.85,0.847,0.008,0.974,0.003,10657.389666666666,1356.946054378442
120.0,4.0,3.0,0.85,0.852,0.007,0.979,0.003,12018.007666666666,1869.0134870945212
120.0,5.0,0.5,0.65,0.884,0.003,0.959,0.004,2076.0516666666667,190.20699863715728
120.0,5.0,0.5,0.65,0.88,0.011,0.976,0.003,2388.196,226.15158393726392
120.0,5.0,0.5,0.65,0.869,0.012,0.965,0.005,2196.4306666666666,231.78704851556213
120.0,5.0,0.5,0.65,0.867,0.012,0.964,0.004,2071.086,192.78367653235927
120.0,5.0,0.5,0.65,0.882,0.013,0.968,0.003,2122.027666666667,200.7239918425852
120.0,5.0,0.5,0.72,0.879,0.006,0.963,0.005,2113.996,192.89314654492006
120.0,5.0,0.5,0.72,0.875,0.011,0.984,0.002,2420.018,230.75718625718534
120.0,5.0,0.5,0.72,0.874,0.005,0.965,0.004,2227.1633333333334,235.3622144459235
120.0,5.0,0.5,0.72,0.871,0.014,0.968,0.003,2096.3813333333333,196.02810321878735
120.0,5.0,0.5,0.72,0.882,0.018,0.97,0.002,2137.615,201.10678616512837
120.0,5.0,0.5,0.78,0.885,0.012,0.967,0.008,2073.3986666666665,205.18519049439757
120.0,5.0,0.5,0.78,0.871,0.016,0.965,0.003,1957.351,195.08888008375396
120.0,5.0,0.5,0.78,0.87,0.021,0.963,0.006,2066.2876666666666,199.26843431551208
120.0,5.0,0.5,0.78,0.877,0.014,0.962,0.006,2152.173333333333,200.13083376187242
120.0,5.0,0.5,0.78,0.87,0.014,0.96,0.006,2090.096666666667,185.70912916589631
120.0,5.0,0.5,0.85,0.887,0.011,0.969,0.008,2109.086333333333,210.43661329061118
120.0,5.0,0.5,0.85,0.872,0.013,0.972,0.003,1994.8786666666667,199.67667184281248
120.0,5.0,0.5,0.85,0.875,0.013,0.957,0.009,2089.480666666667,202.5228652758882
120.0,5.0,0.5,0.85,0.87,0.014,0.962,0.002,2174.518,203.67133903096592
120.0,5.0,0.5,0.85,0.866,0.009,0.969,0.003,2115.243,188.31603919386862
120.0,5.0,1.3,0.65,0.878,0.012,0.977,0.005,1993.295,191.9173345696874
120.0,5.0,1.3,0.65,0.855,0.018,0.994,0.002,2663.2753333333335,308.4248188103905
120.0,5.0,1.3,0.65,0.856,0.012,0.96,0.006,2123.7806666666665,213.34359273143303
120.0,5.0,1.3,0.65,0.864,0.014,0.993,0.002,2690.4333333333334,288.8182177233439
120.0,5.0,1.3,0.65,0.869,0.011,0.983,0.003,2516.0133333333333,279.42023994136304
120.0,5.0,1.3,0.72,0.874,0.014,0.99,0.004,2784.037,343.61032817859245
120.0,5.0,1.3,0.72,0.862,0.012,0.992,0.002,2611.7163333333333,291.55318760028825
120.0,5.0,1.3,0.72,0.851,0.009,0.99,0.001,2225.6253333333334,262.3474749733431
120.0,5.0,1.3,0.72,0.857,0.01,0.998,0.001,2674.7433333333333,325.2915166260702
120.0,5.0,1.3,0.72,0.859,0.012,0.996,0.002,2830.085,330.59073959857574
120.0,5.0,1.3,0.78,0.857,0.003,0.993,0.003,2633.6993333333335,314.90875651986704
120.0,5.0,1.3,0.78,0.854,0.008,0.984,0.003,2468.5113333333334,340.6490910084583
120.0,5.0,1.3,0.78,0.856,0.005,0.998,0.001,2787.960666666667,354.88934395511075
120.0,5.0,1.3,0.78,0.859,0.012,0.987,0.006,2705.402666666667,339.29545216456347
120.0,5.0,1.3,0.78,0.86,0.014,0.999,0.0,2674.7613333333334,312.15446663186196
120.0,5.0,1.3,0.85,0.85,0.012,0.989,0.005,3205.83,446.0290421411293
120.0,5.0,1.3,0.85,0.858,0.015,0.994,0.002,3065.9873333333335,479.79738623668595
120.0,5.0,1.3,0.85,0.864,0.015,0.994,0.001,2952.4416666666666,415.7367259022095
120.0,5.0,1.3,0.85,0.859,0.014,0.998,0.001,3487.634,496.22474684091816
120.0,5.0,1.3,0.85,0.861,0.021,0.998,0.001,3321.144,464.3912559440943
120.0,5.0,2.1,0.65,0.852,0.012,0.981,0.005,4366.689333333334,797.9870100151311
120.0,5.0,2.1,0.65,0.847,0.007,0.993,0.002,3420.1,503.2839808034161
120.0,5.0,2.1,0.65,0.848,0.012,0.995,0.001,4224.477,750.5192061528694
120.0,5.0,2.1,0.65,0.851,0.011,0.994,0.001,4073.766,637.9629842271415
120.0,5.0,2.1,0.65,0.856,0.006,0.995,0.002,3909.424666666667,617.9504340896247
120.0,5.0,2.1,0.72,0.837,0.013,0.999,0.0,5516.576,1045.6454785875883
120.0,5.0,2.1,0.72,0.855,0.011,0.998,0.001,4186.564666666667,653.4227741808685
120.0,5.0,2.1,0.72,0.85,0.013,0.998,0.001,5510.002333333333,1089.653604130485
120.0,5.0,2.1,0.72,0.854,0.02,0.999,0.0,5868.434,903.7622981979277
120.0,5.0,2.1,0.72,0.846,0.007,0.997,0.001,5478.763,910.1644639831126
120.0,5.0,2.1,0.78,0.852,0.013,0.999,0.001,6928.718,1056.3090544324612
120.0,5.0,2.1,0.78,0.861,0.009,1.0,0.0,8456.261,1589.6089769329017
120.0,5.0,2.1,0.78,0.876,0.011,0.999,0.0,7164.817333333333,1014.2541528792913
120.0,5.0,2.1,0.78,0.841,0.017,0.998,0.0,6511.398666666667,903.4518993273645
120.0,5.0,2.1,0.78,0.852,0.012,1.0,0.0,6496.179666666667,964.0187059318691
120.0,5.0,2.1,0.85,0.842,0.008,0.999,0.001,7844.88,1069.1163221402367
120.0,5.0,2.1,0.85,0.86,0.007,0.999,0.001,7371.2643333333335,888.2361554195796
120.0,5.0,2.1,0.85,0.866,0.012,0.999,0.0,8562.706333333334,1272.626769622535
120.0,5.0,2.1,0.85,0.865,0.011,0.998,0.0,8307.656,1235.1471203857998
120.0,5.0,2.1,0.85,0.863,0.012,0.997,0.001,7670.544666666667,928.7674308843714
120.0,5.0,3.0,0.65,0.851,0.016,1.0,0.0,8494.81,1446.7468502010527
120.0,5.0,3.0,0.65,0.863,0.015,0.998,0.001,8071.484333333334,1246.0386330639546
120.0,5.0,3.0,0.65,0.873,0.01,0.99,0.002,7076.994,1072.4112202403205
120.0,5.0,3.0,0.65,0.864,0.012,0.999,0.0,10093.238666666666,1310.0799557170378
120.0,5.0,3.0,0.65,0.861,0.009,1.0,0.0,8476.962666666666,1452.9882185595618
120.0,5.0,3.0,0.72,0.865,0.009,0.997,0.001,9779.789666666667,1623.0546012873037
120.0,5.0,3.0,0.72,0.852,0.007,0.994,0.002,8512.675,1274.8317910120536
120.0,5.0,3.0,0.72,0.862,0.012,0.999,0.001,10282.437666666667,1818.0721775499514
120.0,5.0,3.0,0.72,0.864,0.009,0.997,0.001,10198.302333333333,1705.4668130049386
120.0,5.0,3.0,0.72,0.868,0.008,0.996,0.002,9392.124333333333,1567.8344158555847
120.0,5.0,3.0,0.78,0.881,0.008,0.993,0.001,12134.693333333333,1803.8414601313743
120.0,5.0,3.0,0.78,0.866,0.008,0.984,0.002,13030.216666666667,1066.7085801921514
120.0,5.0,3.0,0.78,0.877,0.007,0.995,0.001,12261.110333333334,1888.8419644921478
120.0,5.0,3.0,0.78,0.879,0.02,0.995,0.001,11660.721666666666,1628.450608870455
120.0,5.0,3.0,0.78,0.868,0.017,0.997,0.001,11448.511,1776.426584807921
120.0,5.0,3.0,0.85,0.865,0.013,0.979,0.003,13850.639,1485.7913752202899
120.0,5.0,3.0,0.85,0.872,0.016,0.981,0.002,13446.198333333334,1253.9405112141042
120.0,5.0,3.0,0.85,0.868,0.021,0.988,0.004,12287.834,1906.4510481810612
120.0,5.0,3.0,0.85,0.869,0.007,0.971,0.001,14005.148666666666,1590.4648215427114
120.0,5.0,3.0,0.85,0.857,0.009,0.974,0.005,14133.179333333333,1171.191771589758
160.0,2.0,0.5,0.65,0.821,0.012,0.928,0.003,473.06666666666666,67.3930922935644
160.0,2.0,0.5,0.65,0.834,0.017,0.938,0.011,603.1503333333334,94.76025397402763
160.0,2.0,0.5,0.65,0.809,0.009,0.92,0.01,469.42,69.22943689886068
160.0,2.0,0.5,0.65,0.839,0.018,0.932,0.003,650.1866666666666,94.51197713635148
160.0,2.0,0.5,0.65,0.833,0.012,0.935,0.005,584.2306666666667,85.89154863094636
160.0,2.0,0.5,0.72,0.828,0.007,0.933,0.007,575.5556666666666,92.04705808021365
160.0,2.0,0.5,0.72,0.838,0.011,0.925,0.008,586.0556666666666,84.26072573401099
160.0,2.0,0.5,0.72,0.824,0.022,0.925,0.004,617.028,92.24928120406504
160.0,2.0,0.5,0.72,0.829,0.003,0.92,0.008,626.8216666666667,96.59466788539049
160.0,2.0,0.5,0.72,0.838,0.011,0.917,0.009,530.3786666666666,87.11026696983288
160.0,2.0,0.5,0.78,0.834,0.018,0.922,0.003,643.42,95.80372087415672
160.0,2.0,0.5,0.78,0.827,0.021,0.936,0.01,604.5936666666666,85.40490946010591
160.0,2.0,0.5,0.78,0.811,0.006,0.907,0.007,521.8643333333333,88.93016320624228
160.0,2.0,0.5,0.78,0.84,0.012,0.934,0.004,616.3563333333333,97.57678016083312
160.0,2.0,0.5,0.78,0.831,0.016,0.951,0.003,654.803,102.18557069208288
160.0,2.0,0.5,0.85,0.842,0.022,0.921,0.011,537.361,92.95688971596816
160.0,2.0,0.5,0.85,0.837,0.013,0.928,0.006,607.2313333333333,90.91109843260185
160.0,2.0,0.5,0.85,0.822,0.007,0.927,0.007,577.506,89.67217311221285
160.0,2.0,0.5,0.85,0.84,0.013,0.94,0.002,624.1316666666667,96.2025761811444
160.0,2.0,0.5,0.85,0.837,0.013,0.94,0.004,561.1166666666667,89.47770516850676
160.0,2.0,1.3,0.65,0.85,0.018,0.952,0.006,726.116,111.12484215511849
160.0,2.0,1.3,0.65,0.842,0.013,0.952,0.006,657.593,92.05151103775175
160.0,2.0,1.3,0.65,0.822,0.005,0.927,0.002,571.9176666666667,95.10718280562317
160.0,2.0,1.3,0.65,0.848,0.016,0.955,0.002,678.2686666666667,108.38863940264015
160.0,2.0,1.3,0.65,0.834,0.009,0.957,0.005,686.0876666666667,104.39253476449144
160.0,2.0,1.3,0.72,0.84,0.007,0.954,0.008,698.0733333333334,113.10913294493756
160.0,2.0,1.3,0.72,0.845,0.014,0.941,0.006,673.5056666666667,100.1795785970818
160.0,2.0,1.3,0.72,0.835,0.009,0.949,0.004,714.279,109.67851426935603
160.0,2.0,1.3,0.72,0.836,0.013,0.956,0.004,742.2936666666667,114.65736824653801
160.0,2.0,1.3,0.72,0.85,0.007,0.952,0.005,643.7833333333333,108.25848260323788
160.0,2.0,1.3,0.78,0.846,0.009,0.958,0.009,633.7406666666667,111.68770484206794
160.0,2.0,1.3,0.78,0.839,0.01,0.963,0.006,733.074,116.1052275194073
160.0,2.0,1.3,0.78,0.836,0.011,0.945,0.012,683.241,107.99700112657449
160.0,2.0,1.3,0.78,0.84,0.005,0.962,0.004,747.662,118.33620362903879
160.0,2.0,1.3,0.78,0.838,0.013,0.956,0.004,683.6893333333334,112.9278596548355
160.0,2.0,1.3,0.85,0.826,0.009,0.955,0.003,825.2753333333334,151.9886909988883
160.0,2.0,1.3,0.85,0.82,0.022,0.893,0.017,775.305,125.26264131149931
160.0,2.0,1.3,0.85,0.825,0.012,0.972,0.003,923.862,177.9264687710441
160.0,2.0,1.3,0.85,0.824,0.009,0.944,0.007,895.3286666666667,161.49810724862655
160.0,2.0,1.3,0.85,0.837,0.011,0.934,0.01,738.426,136.33899609918407
160.0,2.0,2.1,0.65,0.799,0.015,0.971,0.002,948.961,259.5858704661459
160.0,2.0,2.1,0.65,0.807,0.016,0.954,0.007,981.2043333333334,215.0395264005098
160.0,2.0,2.1,0.65,0.807,0.008,0.96,0.005,968.103,219.91441302849313
160.0,2.0,2.1,0.65,0.811,0.014,0.97,0.004,937.4073333333333,217.6146963776931
160.0,2.0,2.1,0.65,0.811,0.009,0.983,0.003,1197.4346666666668,265.55446346256144
160.0,2.0,2.1,0.72,0.834,0.007,0.998,0.001,1844.9703333333334,335.21308166580985
160.0,2.0,2.1,0.72,0.822,0.014,0.995,0.0,1388.452,291.159289214684
160.0,2.0,2.1,0.72,0.792,0.011,0.982,0.004,1115.8773333333334,292.7528871811325
160.0,2.0,2.1,0.72,0.819,0.013,0.984,0.008,1622.051,335.9925173755114
160.0,2.0,2.1,0.72,0.807,0.014,0.998,0.001,1621.205,303.08672957037675
160.0,2.0,2.1,0.78,0.842,0.009,0.998,0.0,1961.651,379.51611454456054
160.0,2.0,2.1,0.78,0.804,0.006,0.995,0.001,1742.9826666666668,368.51119073856574
160.0,2.0,2.1,0.78,0.818,0.013,0.999,0.0,1481.763,335.0157133095899
160.0,2.0,2.1,0.78,0.837,0.016,0.998,0.001,2012.3566666666666,332.944458013979
160.0,2.0,2.1,0.78,0.826,0.023,1.0,0.0,1987.1383333333333,297.85243527159923
160.0,2.0,2.1,0.85,0.832,0.021,0.998,0.001,2003.3283333333334,381.09546992482376
160.0,2.0,2.1,0.85,0.86,0.007,0.998,0.001,2669.135,480.9096097760992
160.0,2.0,2.1,0.85,0.857,0.013,0.997,0.001,2372.2563333333333,362.42638419393376
160.0,2.0,2.1,0.85,0.85,0.014,0.999,0.0,2993.297666666667,489.7321863983983
160.0,2.0,2.1,0.85,0.868,0.01,0.998,0.0,2911.3983333333335,491.5253242006515
160.0,2.0,3.0,0.65,0.806,0.018,1.0,0.0,2586.8123333333333,467.3219751390778
160.0,2.0,3.0,0.65,0.825,0.012,1.0,0.0,2693.247,457.6023965456621
160.0,2.0,3.0,0.65,0.821,0.008,0.996,0.001,2239.307,308.63158741612955
160.0,2.0,3.0,0.65,0.792,0.011,0.999,0.001,3147.3676666666665,499.2679906502007
160.0,2.0,3.0,0.65,0.816,0.01,0.997,0.002,2573.4646666666667,446.44459613508843
160.0,2.0,3.0,0.72,0.808,0.014,0.992,0.002,3626.357,604.284261655335
160.0,2.0,3.0,0.72,0.819,0.009,0.999,0.001,3139.2636666666667,498.33316179696044
160.0,2.0,3.0,0.72,0.825,0.012,1.0,0.0,2412.5866666666666,370.9390846067436
160.0,2.0,3.0,0.72,0.813,0.01,0.997,0.001,3244.175333333333,548.0892408402932
160.0,2.0,3.0,0.72,0.796,0.009,0.986,0.002,3486.4383333333335,558.7552352004309
160.0,2.0,3.0,0.78,0.783,0.008,0.987,0.003,4288.152,690.7985786242856
160.0,2.0,3.0,0.78,0.816,0.02,0.995,0.001,4956.273,766.7982845166431
160.0,2.0,3.0,0.78,0.814,0.005,0.996,0.001,4096.424333333333,687.8531255104941
160.0,2.0,3.0,0.78,0.81,0.018,0.993,0.001,4037.4106666666667,608.475404065677
160.0,2.0,3.0,0.78,0.811,0.019,0.995,0.001,3737.5653333333335,619.3561757165437
160.0,2.0,3.0,0.85,0.808,0.019,0.986,0.002,5078.303666666667,783.832233827211
160.0,2.0,3.0,0.85,0.799,0.013,0.978,0.002,4737.569666666666,664.786157958499
160.0,2.0,3.0,0.85,0.786,0.016,0.978,0.003,4165.909666666666,695.5381759279804
160.0,2.0,3.0,0.85,0.798,0.017,0.964,0.002,4925.4873333333335,699.8592852658946
160.0,2.0,3.0,0.85,0.816,0.017,0.977,0.008,5311.65,800.8596748702818
160.0,3.0,0.5,0.65,0.861,0.018,0.942,0.008,1073.5366666666666,133.67888634917466
160.0,3.0,0.5,0.65,0.857,0.014,0.95,0.004,1163.247,127.57546521307822
160.0,3.0,0.5,0.65,0.856,0.007,0.941,0.005,1129.5073333333332,127.04371142598475
160.0,3.0,0.5,0.65,0.871,0.015,0.959,0.003,1186.802,136.00193428526424
160.0,3.0,0.5,0.65,0.866,0.011,0.951,0.003,1126.317,129.9187945513145
160.0,3.0,0.5,0.72,0.87,0.014,0.962,0.001,1189.7156666666667,140.75221071522188
160.0,3.0,0.5,0.72,0.843,0.019,0.953,0.005,1099.02,134.35689388093687
160.0,3.0,0.5,0.72,0.861,0.011,0.941,0.005,1172.878,137.61615136313034
160.0,3.0,0.5,0.72,0.874,0.006,0.964,0.002,1255.1756666666668,138.4658615251026
160.0,3.0,0.5,0.72,0.853,0.008,0.953,0.004,1169.482,123.49936710769006
160.0,3.0,0.5,0.78,0.869,0.002,0.956,0.004,1091.4086666666667,125.60469335003194
160.0,3.0,0.5,0.78,0.85,0.011,0.946,0.006,1114.9123333333334,133.1770800396558
160.0,3.0,0.5,0.78,0.857,0.017,0.963,0.006,1180.6866666666667,141.2125719930378
160.0,3.0,0.5,0.78,0.862,0.011,0.935,0.003,1222.763,142.39818876774146
160.0,3.0,0.5,0.78,0.852,0.005,0.942,0.003,1140.6223333333332,124.83665741502195
160.0,3.0,0.5,0.85,0.873,0.006,0.952,0.007,1258.1736666666666,137.8070202852122
160.0,3.0,0.5,0.85,0.859,0.006,0.979,0.003,1449.976,159.5582237220424
160.0,3.0,0.5,0.85,0.856,0.016,0.947,0.007,1320.493,171.02554765589846
160.0,3.0,0.5,0.85,0.86,0.013,0.966,0.003,1250.271,139.58877781660436
160.0,3.0,0.5,0.85,0.866,0.014,0.963,0.003,1273.193,144.3047461139099
160.0,3.0,1.3,0.65,0.85,0.009,0.978,0.003,1371.084,163.1583472499441
160.0,3.0,1.3,0.65,0.875,0.021,0.964,0.002,1289.2213333333334,144.70104011912133
160.0,3.0,1.3,0.65,0.859,0.012,0.977,0.004,1330.756,154.87147724484325
160.0,3.0,1.3,0.65,0.862,0.008,0.955,0.002,1403.3893333333333,171.18657196040687
160.0,3.0,1.3,0.65,0.85,0.007,0.96,0.003,1234.1676666666667,152.18461230105436
160.0,3.0,1.3,0.72,0.854,0.009,0.935,0.013,1257.7386666666666,164.56254648275495
160.0,3.0,1.3,0.72,0.869,0.016,0.978,0.005,1434.053,168.73066365562207
160.0,3.0,1.3,0.72,0.84,0.018,0.982,0.001,1364.74,167.70198686956576
160.0,3.0,1.3,0.72,0.863,0.011,0.991,0.003,1458.6906666666666,187.76690242484756
160.0,3.0,1.3,0.72,0.852,0.014,0.944,0.016,1408.6706666666666,182.0649029134635
160.0,3.0,1.3,0.78,0.849,0.007,0.971,0.004,1411.9986666666666,207.36438620189554
160.0,3.0,1.3,0.78,0.843,0.012,0.962,0.003,1317.0673333333334,176.5605055862972
160.0,3.0,1.3,0.78,0.856,0.009,0.994,0.002,1520.7383333333332,218.39617639484646
160.0,3.0,1.3,0.78,0.857,0.007,0.98,0.004,1522.149,211.8750499681357
160.0,3.0,1.3,0.78,0.851,0.007,0.981,0.006,1438.968,187.62352280386736
160.0,3.0,1.3,0.85,0.833,0.016,0.953,0.018,1761.808,284.0001498872844
160.0,3.0,1.3,0.85,0.829,0.008,0.995,0.002,1655.6416666666667,281.6491610684391
160.0,3.0,1.3,0.85,0.841,0.005,0.992,0.001,1579.28,257.7357540841653
160.0,3.0,1.3,0.85,0.844,0.005,0.997,0.001,1922.0773333333334,311.3510141617585
160.0,3.0,1.3,0.85,0.835,0.012,0.993,0.002,1836.0556666666666,261.99939930189834
160.0,3.0,2.1,0.65,0.853,0.019,0.992,0.003,2604.4446666666668,401.7257052661126
160.0,3.0,2.1,0.65,0.83,0.012,0.997,0.001,1925.1193333333333,290.32828848200256
160.0,3.0,2.1,0.65,0.871,0.01,0.998,0.001,2447.5003333333334,360.9040638912538
160.0,3.0,2.1,0.65,0.845,0.007,0.994,0.002,2453.5156666666667,379.8445599907356
160.0,3.0,2.1,0.65,0.851,0.007,0.979,0.006,2233.6686666666665,287.7747363562147
160.0,3.0,2.1,0.72,0.854,0.01,0.998,0.001,3079.2483333333334,393.4959660918464
160.0,3.0,2.1,0.72,0.843,0.007,1.0,0.0,3909.539333333333,589.4378857178724
160.0,3.0,2.1,0.72,0.854,0.012,1.0,0.0,3233.6576666666665,494.625532237492
